📡　央视,#genre#
凤凰中文,http://8.138.7.223/tv/fh.php?id=1
凤凰资讯,http://8.138.7.223/tv/fh.php?id=2
凤凰香港,http://8.138.7.223/tv/fh.php?id=3
凤凰资讯,http://php.jdshipin.com:8880/smt.php?id=phoenixinfo_hd
凤凰资讯,http://php.jdshipin.com/TVOD/iptv.php?id=fhzx2
凤凰香港,http://php.jdshipin.com:8880/smt.php?id=hkphoenix_twn
凤凰资讯,http://203.205.191.53/qctv.fengshows.cn/live/0701pin72.m3u8
凤凰香港,http://203.205.191.53/qctv.fengshows.cn/live/0701phk72.m3u8
TVB翡翠,http://bx.757888.xyz/api.php?id=fct
TVB翡翠,http://php.jdshipin.com/TVOD/iptv.php?id=fct4
TVB翡翠,http://php.jdshipin.com/PLTV/iptv.php?id=fct4
TVB翡翠,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct4
TVB翡翠,https://smart.pendy.dpdns.org/Smart.php?id=Jade_xue
TVB翡翠,http://1b6467f415.iok.la:9931/tsfile/live/1007_1.m3u8
TVB翡翠,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct
TVB翡翠,http://php.jdshipin.com/PLTV/iptv.php?id=fct
TVB翡翠,http://php.jdshipin.com/TVOD/iptv.php?id=fct
TVB翡翠,http://php.jdshipin.com:8880/smt.php?id=jade_twn
TVB翡翠,http://php.jdshipin.com/smt.php?id=jade_twn
TVB翡翠,http://cdn9.163189.xyz/smt1.1.php?id=jade_twn
TVB新闻,http://bx.757888.xyz/api.php?id=wxxw
TVB新闻,http://erp.giihgtidg.com:8080/live/wxxw01.m3u8
TVB新闻,http://php.jdshipin.com/TVOD/iptv.php?id=wxxwt
TVB新闻,http://php.jdshipin.com/smt.php?id=inews_twn
TVB新闻,http://php.jdshipin.com:8880/smt.php?id=inews_twn
TVB新闻,http://cdn9.163189.xyz/smt1.1.php?id=inews_twn
TVB新闻,https://cdn9.163189.xyz/smt3.1.1.php?id=inews_twn
TVB新闻,http://php.jdshipin.com:8880/TVOD/iptv.php?id=wxxwt
TVB新闻,http://php.jdshipin.com/TVOD/iptv.php?id=wxxw
TVB华丽,https://smart.pendy.dpdns.org/Smart.php?id=Tvbjade
TVB华丽,http://php.jdshipin.com/smt.php?id=Tvbjade
TVB华丽,http://php.jdshipin.com/PLTV/iptv.php?id=huali
TVB华丽,http://php.jdshipin.com/TVOD/iptv.php?id=huali2
TVB华丽,http://php.jdshipin.com/TVOD/iptv.php?id=huali
TVB华丽,http://php.jdshipin.com:8880/TVOD/iptv.php?id=huali2
TVB华丽,http://php.jdshipin.com:8880/TVOD/iptv.php?id=huali
TVB华丽,http://php.jdshipin.com:8880/smt.php?id=Tvbjade
TVB华丽,http://cdn9.163189.xyz/smt1.1.php?id=Tvbjade
TVB娱乐,http://api.mytv666.top/api/qwt.php?t=香港频道&id=TVB娱乐新闻
TVB娱乐,https://smart.pendy.dpdns.org/Smart.php?id=Tvbentertainment
TVB娱乐,http://php.jdshipin.com/PLTV/iptv.php?id=tvbylxw
TVB娱乐,http://php.jdshipin.com:8880/TVOD/iptv.php?id=tvbylxw
TVB娱乐,http://php.jdshipin.com/smt.php?id=Tvbentertainment
TVB娱乐,http://php.jdshipin.com:8880/smt.php?id=Tvbentertainment
TVB娱乐,http://php.jdshipin.com/TVOD/iptv.php?id=tvbylxw
TVB J1,http://php.jdshipin.com/TVOD/iptv.php?id=j1
TVB J1,http://cdn3.163189.xyz/live/j1/stream.m3u8
TVB J1,https://cdn3.163189.xyz/live/j1/stream.m3u8
TVB J1,http://cdn3.132.us.kg/live/j1/stream.m3u8
TVB J1,http://php.jdshipin.com/PLTV/iptv.php?id=j1
TVB J1,http://php.jdshipin.com:8880/TVOD/iptv.php?id=j1
TVB J2,http://cdn.163189.xyz/live/tvbp/stream.m3u8
TVB J2,https://cdn.163189.xyz/live/tvbp/stream.m3u8
TVB J2,http://cdn.132.us.kg/live/tvbp/stream.m3u8
TVB J2,http://php.jdshipin.com/TVOD/iptv.php?id=j2
TVB J2,http://php.jdshipin.com/TVOD/iptv.php?id=tvbp
TVB J2,http://php.jdshipin.com/PLTV/iptv.php?id=tvbp
TVB J2,http://php.jdshipin.com:8880/TVOD/iptv.php?id=tvbp
NOW新闻,https://a.ru8.dpdns.org/now/332/master.m3u8
NOW新闻,https://gdfire2.67890123.cn:8088/live/nowxw01.m3u8
NOW体育,https://gdfire2.67890123.cn:8088/live/nowty201.m3u8
HOY 77,https://ali.hlspull.yximgs.com/live/xiangjiaogehoy77511.flv
HOY 77,https://cdn6.163189.xyz/live/hoy/stream.m3u8
HOY 77,http://php.jdshipin.com/TVOD/iptv.php?id=hoytv
HOY 77,http://php.jdshipin.com:8880/PLTV/iptv.php?id=hoytv
HOY 77,http://php.jdshipin.com:8880/TVOD/iptv.php?id=hoytv
HOY 77,http://php.jdshipin.com/PLTV/iptv.php?id=hoytv
HOY 77,http://cdn.163189.xyz/live/hoy/stream.m3u8
HOY 77,https://cdn.163189.xyz/live/hoy/stream.m3u8
HOY 77,http://cdn.132.us.kg/live/hoy/stream.m3u8
HOY 77,http://cdn.163.dedyn.io/live/hoy/stream.m3u8
HOY 77,http://192.3.130.92:20000/live/hoy/stream.m3u8
HOY 77,https://cdn5.163189.xyz/live/hoy/stream.m3u8
HOY 77,http://php.jdshipin.com/TVOD/iptv.php?id=hoytv2
HOY 77,http://php.jdshipin.com/PLTV/iptv.php?id=hoytv2
HOY 77,http://ali.hlspull.yximgs.com/live/awei_hoy77.flv
Hoy 78,https://gdfire2.67890123.cn:8088/live/hoy7801.m3u8
HOY 78,http://push-rtmp-hs-spe-f5.douyincdn.com/live/awei_hoy78.flv
HOY 78,https://smart.pendy.dpdns.org/Smart.php?id=hoycaijing_twn
ViuTV,http://api.mytv666.top/api/qwt.php?t=香港频道&id=ViuTV
ViuTV6,http://api.mytv666.top/api/qwt.php?t=香港频道&id=ViuTV6
ViuTV,http://php.jdshipin.com/TVOD/iptv.php?id=viutv
ViuTV,http://php.jdshipin.com/TVOD/iptv.php?id=viutv2
ViuTV,http://php.jdshipin.com/PLTV/iptv.php?id=viutv2
ViuTV,http://php.jdshipin.com:8880/PLTV/iptv.php?id=viutv
ViuTV,http://php.jdshipin.com:8880/smt.php?id=viu1_twn
ViuTV,http://php.jdshipin.com:8880/TVOD/iptv.php?id=viutv
ViuTV,https://cdn5.163189.xyz/live/viu/stream.m3u8
ViuTV,http://192.3.130.92:20006/live/viu/stream.m3u8
ViuTV,http://50.7.234.10:8278/viu1_twn/playlist.m3u8?tid=MF9F2344917423449174&ct=19254&tsum=3cb061ac749a32280d3b88c022a1403f
ViuTV,http://50.7.234.10:8278/viu1_twn/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=9ed42d065b29ec57ca456df8780392ea
ViuTV6,http://php.jdshipin.com:8880/smt.php?id=viusix_twn
ViuTV6,http://50.7.234.10:8278/viusix_twn/playlist.m3u8?tid=MD7D9950629799506297&ct=19234&tsum=83ba3013be3e325b775bcd348b38eab1
ViuTV6,http://50.7.234.10:8278/viusix_twn/playlist.m3u8?tid=MF0F4217630642176306&ct=19249&tsum=33becc0fe8466036420dbbb4727dc49e
ViuTV6,http://50.7.234.10:8278/viusix_twn/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=717813846fc6b398ae2d3433772d8b99
亚洲卫视,https://p2hs.vzan.com/slowlive/821481626725612419/live.m3u8
亚洲卫视,https://gat.tv12.xyz/173.m3u8
RTHK31,http://php.jdshipin.com/PLTV/iptv.php?id=rthk31
RTHK32,http://php.jdshipin.com/PLTV/iptv.php?id=rthk32
RTHK31,http://php.jdshipin.com/TVOD/iptv.php?id=rthk31
RTHK32,http://php.jdshipin.com/TVOD/iptv.php?id=rthk32
RTHK31,http://php.jdshipin.com:8880/TVOD/iptv.php?id=rthk31
RTHK32,http://php.jdshipin.com:8880/TVOD/iptv.php?id=rthk32
RTHK31,http://php.jdshipin.com:8880/smt.php?id=rhk31_twn
RTHK32,http://php.jdshipin.com:8880/smt.php?id=rhk32_twn
RTHK31,http://cdn5.132.us.kg/live/rthk31/stream.m3u8
RTHK32,http://cdn5.132.us.kg/live/rthk32/stream.m3u8
RTHK31,https://cdn5.163189.xyz/live/rthk31/stream.m3u8
RTHK32,https://cdn5.163189.xyz/live/rthk32/stream.m3u8
RTHK33,http://192.3.130.92:20006/live/cctv1/stream.m3u8
RTHK33,https://cdn5.163189.xyz/live/cctv1/stream.m3u8
RTHK33,http://php.jdshipin.com/TVOD/iptv.php?id=rthk33
RTHK31,http://cdn.163.dedyn.io/live/rthk31/stream.m3u8
RTHK32,http://cdn.163.dedyn.io/live/rthk32/stream.m3u8
RTHK33,https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream05/streamPlaylist.m3u8
RTHK33,https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream04/streamPlaylist.m3u8
RTHK34,https://rthktv34-live.akamaized.net/hls/live/2101642/RTHKTV34/stream05/streamPlaylist.m3u8
RTHK34,https://rthktv34-live.akamaized.net/hls/live/2101642/RTHKTV34/stream04/streamPlaylist.m3u8
RTHK35,https://rthktv35-live.akamaized.net/hls/live/2101643/RTHKTV35/stream05/streamPlaylist.m3u8
RTHK35,https://rthktv35-live.akamaized.net/hls/live/2101643/RTHKTV35/stream04/streamPlaylist.m3u8
RTHK34,https://rthktv34-live.akamaized.net/hls/live/2101642/RTHKTV34/stream02/streamPlaylist.m3u8 
RTHK33,https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream03/streamPlaylist.m3u8 
RTHK35,https://rthktv35-live.akamaized.net/hls/live/2101643/RTHKTV35/stream02/streamPlaylist.m3u8
RTHK33,http://jxiptv.dpdns.org/stream/tvb/null-13/master.m3u8
RTHK32,http://50.7.234.10:8278/rhk32_twn/playlist.m3u8?tid=MDBD4704174447041744&ct=19249&tsum=763ebe53fc33677d02ebf83b4d558d33
RTHK32,http://50.7.234.10:8278/rhk32_twn/playlist.m3u8?tid=MBCB4455322944553229&ct=19226&tsum=60bac13753ada5abc8873783d6611ebd
RTHK32,http://50.7.234.10:8278/rhk32_twn/playlist.m3u8?tid=MD9D3680764436807644&ct=19234&tsum=6c3d17c15f8d4a4a0537ef1cb7c1cc45
RTHK32,http://50.7.234.10:8278/rhk32_twn/playlist.m3u8?tid=m941409fa5c86&ct=18336&tsum=af847919dbe19ba95dbe614c6cfe2a10
澳视卫星,https://gat.tv12.xyz/183.m3u8
澳门资讯,https://gat.tv12.xyz/185.m3u8
澳视澳门,https://gat.tv12.xyz/181.m3u8
澳门综艺,https://gat.tv12.xyz/186.m3u8
澳视体育,https://gat.tv12.xyz/184.m3u8
莲花卫视,https://gat.tv12.xyz/187.m3u8
澳视葡文,https://gat.tv12.xyz/182.m3u8
莲花卫视,http://8.138.7.223/tv/lotustv.m3u8
澳视澳门,http://php.jdshipin.com/TVOD/iptv.php?id=asam
澳视澳门,http://php.jdshipin.com/PLTV/iptv.php?id=asam
澳视澳门,http://cdn.132.us.kg/live/asam/stream.m3u8
澳视卫星,http://php.jdshipin.com/TVOD/iptv.php?id=as
澳视卫星,http://cdn.132.us.kg/live/as/stream.m3u8
莲花卫视,http://8.138.7.223/tv/lotustv.m3u8?live/110_1.m3u8
澳视卫星,http://cdn.163189.xyz/live/as/stream.m3u8
澳视卫星,https://cdn.163189.xyz/live/as/stream.m3u8
澳视卫星,http://cdn.163.dedyn.io/live/as/stream.m3u8
澳视卫星,http://php.jdshipin.com/TVOD/iptv.php?id=as
澳视卫星,http://php.jdshipin.com/PLTV/iptv.php?id=as
澳视卫星,http://cdn.132.us.kg/live/as/stream.m3u8
澳视卫星,http://61.244.22.5/ch3/ch3.live/chunklist.m3u8
澳视卫星,http://192.3.130.92:20000/live/as/stream.m3u8
澳视澳门,http://php.jdshipin.com:8880/PLTV/iptv.php?id=asam
澳视澳门,http://cdn.132.us.kg/live/asam/stream.m3u8
澳视澳门,http://cdn.163.dedyn.io/live/asam/stream.m3u8
澳视澳门,https://cdn.163189.xyz/live/asam/stream.m3u8
澳视澳门,http://php.jdshipin.com/PLTV/iptv.php?id=asam
澳视澳门,http://php.jdshipin.com/TVOD/iptv.php?id=asam
澳视澳门,http://192.3.130.92:20000/live/asam/stream.m3u8
澳视澳门,http://cdn.163189.xyz/live/asam/stream.m3u8
澳视卫星,http://103.233.191.134:1935/ch3/ch3.live/playlist.m3u8
澳视卫星,http://103.233.191.133:1935/ch3/ch3.live/playlist.m3u8
澳视卫星,http://103.233.191.132:1935/ch3/ch3.live/playlist.m3u8
澳视澳门,http://103.233.191.134:1935/ch1/ch1.live/playlist.m3u8
澳视澳门,http://103.233.191.133:1935/ch1/ch1.live/playlist.m3u8
澳视葡文,http://103.233.191.132:1935/ch2/ch2.live/playlist.m3u8
澳视葡文,http://103.233.191.133:1935/ch2/ch2.live/playlist.m3u8
澳视葡文,http://103.233.191.134:1935/ch2/ch2.live/playlist.m3u8
澳门资讯,http://103.233.191.133:1935/ch5/info_ch5.live/playlist.m3u8
澳门资讯,http://103.233.191.134:1935/ch5/info_ch5.live/playlist.m3u8
澳门综艺,http://103.233.191.134:1935/ch6/hd_ch6.live/playlist.m3u8
澳门综艺,http://103.233.191.132:1935/ch6/hd_ch6.live/playlist.m3u8
澳门综艺,http://103.233.191.133:1935/ch6/hd_ch6.live/playlist.m3u8
澳视体育,http://103.233.191.132:1935/ch4/sport_ch4.live/playlist.m3u8
澳视体育,http://103.233.191.133:1935/ch4/sport_ch4.live/playlist.m3u8
澳视体育,http://103.233.191.134:1935/ch4/sport_ch4.live/playlist.m3u8
澳視澳門,https://149.102.97.122/ch1/ch1.live/playlist.m3u8
澳视澳门,https://149.102.97.122/ch2/ch2.live/playlist.m3u8
澳门资讯,https://149.102.97.122/ch5/info_ch5.live/playlist.m3u8
澳门综艺,https://149.102.97.122/ch6/hd_ch6.live/playlist.m3u8
澳视体育,https://149.102.97.122/ch4/sport_ch4.live/playlist.m3u8
TVB明珠,https://smart.pendy.dpdns.org/Smart.php?id=pearl_twn
TVB明珠,http://o12.1678520.xyz/hls/mzt/playlist.m3u8
TVB明珠,http://php.jdshipin.com/TVOD/iptv.php?id=mzt
TVB明珠,http://php.jdshipin.com/TVOD/iptv.php?id=mzt2
TVB明珠,http://php.jdshipin.com/PLTV/iptv.php?id=mzt2
TVB明珠,http://php.jdshipin.com/PLTV/iptv.php?id=mzt
TVB明珠,http://php.jdshipin.com:8880/iptv.php?id=mzt
TVB明珠,http://php.jdshipin.com:8880/smt.php?id=pearl_twn
TVB明珠,http://php.jdshipin.com:8880/PLTV/iptv.php?id=mzt
TVB明珠,http://php.jdshipin.com:8880/PLTV/iptv.php?id=mzt2
TVB明珠,http://php.jdshipin.com/smt.php?id=pearl_twn
TVB明珠,http://php.jdshipin.com:8880/TVOD/iptv.php?id=mzt
TVB明珠,http://43.139.34.228:9898/hls/110/index.m3u8
TVB星河,http://php.jdshipin.com:8880/smt.php?id=Xinhe
TVB星河,http://php.jdshipin.com/TVOD/iptv.php?id=tvbxh
TVB星河,http://php.jdshipin.com:8880/PLTV/iptv.php?id=xinghe
TVB星河,http://cdn9.163189.xyz/smt1.1.php?id=Xinhe
TVB星河,https://cdn9.163189.xyz/smt1.1.php?id=Xinhe
TVB星河,http://php.jdshipin.com/smt.php?id=Xinhe
TVB星河,http://php.jdshipin.com/TVOD/iptv.php?id=xinghe
TVB星河,http://php.jdshipin.com/PLTV/iptv.php?id=tvbxh
TVB星河,http://php.jdshipin.com/PLTV/iptv.php?id=xinghe
TVB星河,http://php.jdshipin.com:8880/TVOD/iptv.php?id=xinghe
TVB星河,http://php.jdshipin.com:8880/TVOD/iptv.php?id=tvbxh
TVB功夫,http://api.mytv666.top/api/qwt.php?t=香港频道&id=TVB功夫台(粤)
TVB功夫,http://php.jdshipin.com/TVOD/iptv.php?id=yzwx
TVB千禧经典,https://smart.pendy.dpdns.org/Smart.php?id=Tvbclassic
TVB千禧经典,http://php.jdshipin.com/smt.php?id=Tvbclassic
TVB千禧经典,http://php.jdshipin.com/TVOD/iptv.php?id=tvbc
TVB千禧经典,http://php.jdshipin.com/PLTV/iptv.php?id=tvbc
TVB千禧经典,http://php.jdshipin.com:8880/smt.php?id=Tvbclassic
TVB千禧经典,http://cdn9.163189.xyz/smt1.1.php?id=Tvbclassic
TVB千禧经典,http://cdn9.163189.xyz/smt3.1.1.php?id=Tvbclassic
TVB千禧经典,https://cdn9.163189.xyz/smt1.1.php?id=Tvbclassic
TVB千禧经典,https://cdn9.163189.xyz/smt3.1.1.php?id=Tvbclassic
TVB千禧经典,http://php.jdshipin.com:8880/TVOD/iptv.php?id=tvbc
香港 C+,http://ottproxy2.ist.ooo/livehls/MOB-U1-NO/03.m3u8
香港面包,https://video.bread-tv.com:8091/hls-live24/online/index.m3u8
星空卫视,http://122.224.58.42:85/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0
🌐　华文,#genre#
新加坡CHU,https://cdn6.132.us.kg/live/chu/stream.m3u8
新加坡CH5,https://cdn6.132.us.kg/live/ch5/stream.m3u8
新加坡CH8,https://cdn6.132.us.kg/live/ch8/stream.m3u8
新加坡CHU,https://cdn6.163189.xyz/live/chu/stream.m3u8
新加坡CH5,https://cdn6.163189.xyz/live/ch5/stream.m3u8
新加坡CH8,https://cdn6.163189.xyz/live/ch8/stream.m3u8
新加坡CH5,http://192.3.130.92:20003/live/ch5/stream.m3u8
新加坡CH8,http://192.3.130.92:20003/live/ch8/stream.m3u8
新加坡CHU,http://192.3.130.92:20003/live/chu/stream.m3u8
新加坡CH5,http://50.7.234.10:8278/cna/playlist.m3u8?tid=MFAF1272681512726815&ct=19225&tsum=4d6a781648283b1bb018bc5c098432d0
新加坡CH5,http://50.7.234.10:8278/cna/playlist.m3u8?tid=m75c258e8db6c&ct=18336&tsum=72391487028dc68a70d050b29c3654ee
八度空间,https://cdn6.163189.xyz/live/8tv/stream.m3u8
八度空间,https://cdn6.132.us.kg/live/8tv/stream.m3u8
八度空间,http://192.3.130.92:20003/live/8tv/stream.m3u8
八度空间,http://php.jdshipin.com/smt.php?id=TV8
马来西亚Astro欢喜,http://192.3.130.92:20002/smt3.2.1.php?id=Huahee
马来西亚Astro欢喜,http://php.jdshipin.com:8880/smt.php?id=Huahee
马来西亚Astro欢喜,http://php.jdshipin.com/smt.php?id=Huahee
马来西亚astro爱奇,https://smart.pendy.dpdns.org/Smart.php?id=Qiyi
马来西亚astro爱奇,http://php.jdshipin.com/smt.php?id=Qiyi
马来西亚Astro AEC,http://192.3.130.92:20002/smt3.2.1.php?id=AEC
马来西亚Astro AEC,http://php.jdshipin.com/smt.php?id=AEC
马来西亚Astro AEC,http://php.jdshipin.com:8880/smt.php?id=AEC
马来西亚Astro AOD,http://php.jdshipin.com:8880/smt.php?id=Aodhd
马来西亚Astro QJ,http://192.3.130.92:20002/smt3.2.1.php?id=Quanjia
马来西亚Astro QJ,http://php.jdshipin.com/smt.php?id=Quanjia
马来西亚Astro QJ,http://php.jdshipin.com:8880/smt.php?id=Quanjia
美亚电影,https://mysupertv.pendy.dpdns.org/CMAM/cmam.m3u8
美亚电影,http://php.jdshipin.com/TVOD/iptv.php?id=meiya
美亚电影,http://php.jdshipin.com:8880/smt.php?id=meiyamovie_twn
美亚电影,http://php.jdshipin.com:8880/TVOD/iptv.php?id=meiya
美亚电影,http://php.jdshipin.com/PLTV/iptv.php?id=meiya
美亚电影,http://jxiptv.dpdns.org/stream/tvb/null-8/master.m3u8
美亚电影,http://50.7.234.10:8278/meiyamovie_twn/playlist.m3u8?tid=MC6C9419277694192776&ct=19234&tsum=43f9d2e13c7cbbce7e5c5ec94fa38750
美亚电影,http://50.7.234.10:8278/meiyamovie_twn/playlist.m3u8?tid=MFDF2848449728484497&ct=19211&tsum=f65f39620c24fee2e633c4727cc48727
美亚台湾,http://ali.hlspull.yximgs.com/live/awei_mydy.flv
美亚国语,http://fr-us7.jdiptv.cc/live/xgmydygy.m3u8?kdstime=1743859381&kdssign=0a4319dd594b828e5ba42925247e6dab
PopC,http://fr-us7.jdiptv.cc/live/popc.m3u8?kdstime=1743859248&kdssign=37b16f70cf1353cd79729559de2a49a4
PopC,https://mysupertv.pendy.dpdns.org/PopC/popc.m3u8
PopC,http://jxiptv.dpdns.org/stream/tvb/popc/master.m3u8
天映频道,https://mysupertv.pendy.dpdns.org/TYPD/typd.m3u8
天映频道,https://s1.m16tv.cfd/astro/celestialmovies/AKTV.m3u8
天映频道,http://192.3.130.92:20002/smt3.2.1.php?id=Celestial
天映频道,http://php.jdshipin.com:8880/smt.php?id=Celestial
天映频道,http://php.jdshipin.com/smt.php?id=Celestial
天映频道,http://jxiptv.dpdns.org/stream/tvb/null-11/master.m3u8
尼克卡通,http://108.181.21.27:27347/livehttpplay?channel_id=20089
CN卡通,http://108.181.21.27:27347/livehttpplay?channel_id=20048
📺　北京,#genre#
北京卫视,http://223.241.247.214:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://60.174.40.117:85/tsfile/live/1025_1.m3u8?key=txiptv&playlive=1&authid=0
北京纪实科教,http://www.qhjx.top:18000/udp/238.255.2.107:5999
北京纪实科教,http://43.143.254.239:55232/hls/69/index.m3u8
北京纪实科教8K,https://gdcucc.v1.mk/gdcucc/brtv8k.m3u8
北京纪实科教8K,http://8kdown.brtvcloud.com/8klive/8kliveok.m3u8?txSecret=a9cfb6acb08a9fe154a8ba6d0226cfef&txTime=71697CD5
淘电影,http://ydl.yueyaoxian.top:8686/rtp/239.3.1.250:8001
睛彩竞技,http://thhomes.cn:4000/rtp/239.3.1.125:8001
睛彩篮球,http://thhomes.cn:4000/rtp/239.3.1.126:8001
睛彩羽毛球,http://thhomes.cn:4000/rtp/239.3.1.127:8001
睛彩广场舞,http://thhomes.cn:4000/rtp/239.3.1.128:8001
📺　上海,#genre#
东方卫视,http://218.89.240.144:59901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://60.174.40.117:85/tsfile/live/1026_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://112.46.105.20:8009/hls/31/index.m3u8
上海都市,http://8.138.7.223/tv/shtv.php?id=ds
东方财经,http://115.150.63.77:9902/tsfile/live/1042_1.m3u8
都市剧场,http://183.239.236.91:8088/hls/127/index.m3u8
纪实人文,http://www.qhjx.top:18000/udp/238.255.2.106:5999
法治天地,http://www.qhjx.top:18000/udp/238.255.2.190:5999
都市剧场,http://www.qhjx.top:18000/udp/238.255.2.194:5999
新视觉,http://www.qhjx.top:18000/udp/238.255.2.195:5999
欢笑剧场,http://www.qhjx.top:18000/udp/238.255.2.215:5999
动漫秀场,http://www.qhjx.top:18000/udp/238.255.2.196:5999
五星体育,http://8.138.7.223/tv/shtv.php?id=wxty
五星体育,http://115.190.105.236:90/shweb.php?id=wxty
崇明综合,https://pili-live-hls.wdit.com.cn/wditlive/c038f4fafbdf4f97ba74c74ad67259b931ee.m3u8
嘉定综合,https://pili-live-hls.wdit.com.cn/wditlive/15472c98517744b994e85c9c60cc93cf6a3b.m3u8
📺　天津,#genre#
天津卫视,http://60.174.40.117:85/tsfile/live/1027_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://218.89.240.144:59901/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://223.241.247.214:9901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
滨海新闻,http://traffic.jbh.tjbh.com/live/bhtv10/playlist.m3u8
滨海生活,http://traffic.jbh.tjbh.com/live/bhtv20/playlist.m3u8
📺　重庆,#genre#
重庆卫视,http://218.89.240.144:59901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://60.174.40.117:85/tsfile/live/1028_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://223.241.247.214:9901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://110.80.17.38:9999/tsfile/live/0142_1.m3u8
江津综合,http://222.179.155.21:1935/ch1.m3u8
潼南综合,http://183.230.184.51:65500/tntv1.m3u8
璧山综合,http://222.179.42.129:8181/hls1.m3u8
垫江综合,http://125.62.24.185:80/1.m3u8
合川综合,http://125.62.24.72:8030/ch0.m3u8?zzhongqd
万源新闻综合,http://live.wanyuannews.com/wytv/hd/live.m3u8
梁平综合,https://qxlmlive9.cbg.cn/applive/lplive01/chunklist.m3u8
酉阳综合,http://qxlmlive9.cbg.cn/applive/youytv01/playlist.m3u8
巫山综合,https://qxlmlive9.cbg.cn/applive/wspd001/chunklist.m3u8
永川综合,https://qxlmlive9.cbg.cn/applive/yctv01/playlist.m3u8
📺　江苏,#genre#
江苏卫视,http://223.241.247.214:9901/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://218.89.240.144:59901/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://60.174.40.117:85/tsfile/live/1029_1.m3u8?key=txiptv&playlive=1&authid=0
江苏新闻,http://8.138.7.223/tv/dl/jstv.php?id=jsxw
江苏国际,http://8.138.7.223/tv/dl/jstv.php?id=jsgj
江苏城市,http://8.138.7.223/tv/dl/jstv.php?id=jscs
江苏综艺,http://8.138.7.223/tv/dl/jstv.php?id=jszy
江苏影视,http://8.138.7.223/tv/dl/jstv.php?id=jsys
江苏教育,http://8.138.7.223/tv/dl/jstv.php?id=jsjy
江苏体育休闲,http://8.138.7.223/tv/dl/jstv.php?id=jsty
优漫卡通,http://8.138.7.223/tv/dl/jstv.php?id=ymkt
江苏卫视,http://live.nctv.top/JKHdjsi/jstv5.php?id=jsws
江苏新闻,http://live.nctv.top/JKHdjsi/jstv5.php?id=jsxw
江苏城市,http://live.nctv.top/JKHdjsi/jstv5.php?id=jscs
江苏综艺,http://live.nctv.top/JKHdjsi/jstv5.php?id=jszy
江苏影视,http://live.nctv.top/JKHdjsi/jstv5.php?id=jsys
江苏教育,http://live.nctv.top/JKHdjsi/jstv5.php?id=jsjy
江苏体育休闲,http://live.nctv.top/JKHdjsi/jstv5.php?id=jsty
江苏国际,http://live.nctv.top/JKHdjsi/jstv5.php?id=jsgj
优漫卡通,http://live.nctv.top/JKHdjsi/jstv5.php?id=ymkt
江苏新闻,http://58.221.214.82:9901/tsfile/live/0009_2.m3u8?key=txiptv&playlive=1&authid=0
江苏城市,http://58.220.219.14:9901/tsfile/live/0120_3.m3u8?key=txiptv&playlive=1&authid=0
江苏综艺,http://58.220.219.14:9901/tsfile/live/0120_4.m3u8?key=txiptv&playlive=1&authid=0
江苏综艺,http://58.221.214.82:9901/tsfile/live/0005_2.m3u8?key=txiptv&playlive=1&authid=0
江苏城市,http://58.221.214.82:9901/tsfile/live/0004_2.m3u8?key=txiptv&playlive=1&authid=0
江苏教育,http://58.221.214.82:9901/tsfile/live/0012_2.m3u8?key=txiptv&playlive=1&authid=0
江苏体育休闲,http://58.221.214.82:9901/tsfile/live/0006_2.m3u8?key=txiptv&playlive=1&authid=0
江苏体育休闲,http://121.232.178.93:5000/tsfile/live/0001_4.m3u8?key=txiptv&playlive=1&authid=0
优漫卡通,http://121.232.178.93:5000/tsfile/live/0001_10.m3u8?key=txiptv&playlive=1&authid=0
南京新闻综合,http://live.nbs.cn/channels/njtv/xwpdb/nbs06.m3u8
南京娱乐,http://live.nbs.cn/channels/njtv/ylpd/500k.m3u8
南京娱乐,http://live.nbs.cn/channels/njtv/ylpd/m3u8:500k/live.m3u8
南京娱乐,https://live.nbs.cn/channels/njtv/ylpd/m3u8:500k/live.m3u8
南京十八,http://live.nbs.cn/channels/njtv/sbsh/nbs24.m3u8
